player,team,league,season,position,age,minutes,team_possession_pct,psxg_net_per90,save_pct,pass_completion_pct,passes_completed_long_pct,def_actions_outside_pen_per90,crosses_stopped_pct,avg_dist_def_actions,progressive_passes_per90,progressive_passing_distance_per90,passes_into_final_third_per90,progressive_carries_per90,take_on_success_pct,padj_tackles_per90,padj_interceptions_per90,ball_recoveries_per90,blocks_per90,aerial_win_pct,tackle_win_pct,xAG_per90,sca_per90,key_passes_per90,passes_into_penalty_area_per90,take_ons_attempted_per90,tackles_att_3rd_per90,npxG_per90,shots_total_per90,touches_att_pen_per90,carries_into_penalty_area_per90,shots_on_target_pct
Reece Oxford,FC Augsburg,Bundesliga,2025/26,CB,26,1865,44.5,,,88.9,,,,,2.7,438.0,5.35,1.33,66.5,1.19,1.15,6.78,1.18,56.2,75.6,,,,,,,,,,,
Reece Oxford,FC Augsburg,Bundesliga,2024/25,CB,25,1865,44.5,,,90.7,,,,,2.75,446.76,5.46,1.36,67.8,1.21,1.17,6.92,1.2,57.3,77.1,,,,,,,,,,,
Maximilian Bauer,FC Augsburg,Bundesliga,2025/26,CB,24,1710,44.5,,,77.2,,,,,5.29,293.1,4.34,1.47,67.5,1.52,2.22,4.08,1.1,73.0,68.9,,,,,,,,,,,
Maximilian Bauer,FC Augsburg,Bundesliga,2024/25,CB,23,1710,44.5,,,74.1,,,,,5.08,281.38,4.17,1.41,64.8,1.46,2.13,3.92,1.06,70.1,66.1,,,,,,,,,,,
Dimitrios Giannoulis,FC Augsburg,Bundesliga,2025/26,FB,29,1327,44.5,,,87.0,,,,,3.2,,3.3,3.81,54.9,2.27,1.64,5.56,,46.9,,0.07,3.19,1.93,0.75,3.17,0.55,,,,,
Dimitrios Giannoulis,FC Augsburg,Bundesliga,2024/25,FB,28,1327,44.5,,,88.7,,,,,3.26,,3.37,3.89,56.0,2.32,1.67,5.67,,47.8,,0.07,3.25,1.97,0.77,3.23,0.56,,,,,
Mads Pedersen,FC Augsburg,Bundesliga,2025/26,FB,28,2626,44.5,,,75.3,,,,,4.65,,2.18,2.88,44.1,1.9,2.33,6.08,,60.1,,0.23,1.57,1.67,0.99,1.84,0.42,,,,,
Mads Pedersen,FC Augsburg,Bundesliga,2024/25,FB,27,2626,44.5,,,76.8,,,,,4.74,,2.22,2.94,45.0,1.94,2.38,6.2,,61.3,,0.23,1.6,1.7,1.01,1.88,0.43,,,,,
Marius Wolf,FC Augsburg,Bundesliga,2025/26,FB,29,879,44.5,,,78.7,,,,,6.65,,3.17,2.76,49.6,1.94,2.34,6.84,,64.8,,0.25,3.06,1.3,1.59,1.54,0.13,,,,,
Marius Wolf,FC Augsburg,Bundesliga,2024/25,FB,28,900,44.5,,,80.3,,,,,6.78,,3.23,2.82,50.6,1.98,2.39,6.98,,66.1,,0.26,3.12,1.33,1.62,1.57,0.13,,,,,
Elvis Rexhbecaj,FC Augsburg,Bundesliga,2025/26,CM,27,2968,44.5,,,78.6,,,,,6.67,,5.95,2.98,67.9,3.87,1.86,8.93,1.27,63.4,,0.17,2.2,1.07,1.0,,,0.07,,,,
Elvis Rexhbecaj,FC Augsburg,Bundesliga,2024/25,CM,26,2968,44.5,,,80.2,,,,,6.8,,6.07,3.04,69.3,3.95,1.9,9.11,1.3,64.7,,0.17,2.24,1.09,1.02,,,0.07,,,,
Arne Maier,FC Augsburg,Bundesliga,2025/26,CM,26,1511,44.5,,,75.4,,,,,7.5,,5.25,3.37,61.9,1.97,2.48,8.53,1.39,47.7,,0.17,3.92,1.99,2.33,,,0.04,,,,
Arne Maier,FC Augsburg,Bundesliga,2024/25,CM,25,1511,44.5,,,76.9,,,,,7.65,,5.36,3.44,63.1,2.01,2.53,8.7,1.42,48.7,,0.17,4.0,2.03,2.38,,,0.04,,,,
Kristijan Jakic,FC Augsburg,Bundesliga,2025/26,CM,27,2808,44.5,,,80.0,,,,,7.07,,4.36,3.02,50.3,3.51,2.3,5.24,0.98,57.6,,0.06,3.3,0.83,1.46,,,0.02,,,,
Kristijan Jakic,FC Augsburg,Bundesliga,2024/25,CM,26,2808,44.5,,,81.6,,,,,7.21,,4.45,3.08,51.3,3.58,2.35,5.34,1.0,58.8,,0.06,3.37,0.85,1.49,,,0.02,,,,
Frank Onyeka,FC Augsburg,Bundesliga,2025/26,CM,27,1380,44.5,,,89.1,,,,,5.98,,4.21,1.25,49.1,1.89,2.42,8.17,1.95,56.2,,0.22,4.08,2.43,1.25,,,0.12,,,,
Frank Onyeka,FC Augsburg,Bundesliga,2024/25,CM,26,1380,44.5,,,90.9,,,,,6.1,,4.29,1.27,50.1,1.93,2.47,8.33,1.99,57.3,,0.22,4.16,2.48,1.27,,,0.12,,,,
Ruben Vargas,FC Augsburg,Bundesliga,2025/26,W,26,1513,44.5,,,,,,,,4.94,,,4.51,60.4,0.5,1.2,4.72,,,,0.26,5.17,1.32,,6.33,1.07,0.36,2.73,4.43,1.74,
Ruben Vargas,FC Augsburg,Bundesliga,2024/25,W,25,1513,44.5,,,,,,,,5.04,,,4.6,61.6,0.51,1.22,4.81,,,,0.27,5.27,1.35,,6.46,1.09,0.37,2.78,4.52,1.77,
Fredrik Jensen,FC Augsburg,Bundesliga,2025/26,W,27,3124,44.5,,,,,,,,4.98,,,3.56,63.4,0.84,1.39,3.27,,,,0.27,5.26,2.77,,5.83,0.94,0.16,3.44,3.88,1.59,
Fredrik Jensen,FC Augsburg,Bundesliga,2024/25,W,26,3124,44.5,,,,,,,,5.08,,,3.63,64.7,0.86,1.42,3.34,,,,0.28,5.37,2.83,,5.95,0.96,0.16,3.51,3.96,1.62,
Alexis Claude-Maurice,FC Augsburg,Bundesliga,2025/26,W,26,2175,44.5,,,,,,,,4.93,,,4.54,40.0,1.49,0.88,4.64,,,,0.2,3.25,2.59,,3.54,0.39,0.28,1.64,4.03,3.42,
Alexis Claude-Maurice,FC Augsburg,Bundesliga,2024/25,W,25,2175,44.5,,,,,,,,5.03,,,4.63,40.8,1.52,0.9,4.73,,,,0.2,3.31,2.64,,3.61,0.4,0.29,1.67,4.11,3.49,
Phillip Tietz,FC Augsburg,Bundesliga,2025/26,ST,27,2763,44.5,,,65.2,,,,,,,,,,0.66,,3.28,,46.3,,0.21,1.57,0.53,,,0.41,0.69,3.66,4.9,0.66,50.2
Phillip Tietz,FC Augsburg,Bundesliga,2024/25,ST,26,2763,44.5,,,66.5,,,,,,,,,,0.67,,3.35,,47.2,,0.21,1.6,0.54,,,0.42,0.7,3.73,5.0,0.67,51.2
Samuel Essende,FC Augsburg,Bundesliga,2025/26,ST,27,1107,44.5,,,63.3,,,,,,,,,,0.71,,1.7,,50.3,,0.15,1.56,1.91,,,0.29,0.57,4.3,6.38,1.83,36.9
Samuel Essende,FC Augsburg,Bundesliga,2024/25,ST,26,1107,44.5,,,64.6,,,,,,,,,,0.72,,1.73,,51.3,,0.15,1.59,1.95,,,0.3,0.58,4.39,6.51,1.87,37.6
Steve Mounie,FC Augsburg,Bundesliga,2025/26,ST,30,1578,44.5,,,71.0,,,,,,,,,,0.59,,1.51,,51.5,,0.11,1.69,1.09,,,0.23,0.5,3.61,6.16,1.24,53.5
Steve Mounie,FC Augsburg,Bundesliga,2024/25,ST,29,1578,44.5,,,72.4,,,,,,,,,,0.6,,1.54,,52.5,,0.11,1.72,1.11,,,0.23,0.51,3.68,6.28,1.26,54.6
Kamil Grabara,VfL Wolfsburg,Bundesliga,2025/26,GK,26,2767,47.5,-0.16,60.5,68.4,37.3,0.66,10.6,13.9,,,,,,,,,,,,,,,,,,,,,,
Kamil Grabara,VfL Wolfsburg,Bundesliga,2024/25,GK,25,2767,47.5,0.0,61.7,69.8,38.0,0.67,10.8,14.18,,,,,,,,,,,,,,,,,,,,,,
Pavao Pervan,VfL Wolfsburg,Bundesliga,2025/26,GK,37,2428,47.5,0.03,77.9,70.3,46.0,1.28,6.3,14.3,,,,,,,,,,,,,,,,,,,,,,
Pavao Pervan,VfL Wolfsburg,Bundesliga,2024/25,GK,36,2428,47.5,0.03,81.8,73.8,48.3,1.34,10.0,15.02,,,,,,,,,,,,,,,,,,,,,,
Cedric Zesiger,VfL Wolfsburg,Bundesliga,2025/26,CB,26,1564,47.5,,,82.6,,,,,3.05,316.3,2.52,0.9,51.8,2.5,2.0,4.3,1.52,65.8,79.4,,,,,,,,,,,
Cedric Zesiger,VfL Wolfsburg,Bundesliga,2024/25,CB,25,1564,47.5,,,84.3,,,,,3.11,322.63,2.57,0.92,52.8,2.55,2.04,4.39,1.55,67.1,81.0,,,,,,,,,,,
Sebastiaan Bornauw,VfL Wolfsburg,Bundesliga,2025/26,CB,25,1731,47.5,,,84.4,,,,,5.36,404.6,3.38,1.3,76.0,1.95,2.32,5.67,1.12,73.1,74.3,,,,,,,,,,,
Sebastiaan Bornauw,VfL Wolfsburg,Bundesliga,2024/25,CB,24,1731,47.5,,,86.1,,,,,5.47,412.69,3.45,1.33,77.5,1.99,2.37,5.78,1.14,74.6,75.8,,,,,,,,,,,
Konstantinos Koulierakis,VfL Wolfsburg,Bundesliga,2025/26,CB,21,2856,47.5,,,84.7,,,,,4.07,342.9,5.92,0.72,78.5,1.9,2.42,4.59,1.32,58.9,60.9,,,,,,,,,,,
Konstantinos Koulierakis,VfL Wolfsburg,Bundesliga,2024/25,CB,20,2856,47.5,,,77.9,,,,,3.74,315.47,5.45,0.66,72.2,1.75,2.23,4.22,1.21,54.2,56.0,,,,,,,,,,,
Denis Vavro,VfL Wolfsburg,Bundesliga,2025/26,CB,28,1120,47.5,,,91.8,,,,,3.74,449.3,4.32,1.75,57.7,2.82,2.37,4.23,1.58,62.9,66.5,,,,,,,,,,,
Denis Vavro,VfL Wolfsburg,Bundesliga,2024/25,CB,27,1120,47.5,,,93.6,,,,,3.81,458.29,4.41,1.79,58.9,2.88,2.42,4.31,1.61,64.2,67.8,,,,,,,,,,,
Joakim Maehle,VfL Wolfsburg,Bundesliga,2025/26,FB,27,1931,47.5,,,80.6,,,,,6.13,,2.45,1.78,57.5,3.43,1.15,4.82,,59.6,,0.15,3.33,0.82,1.9,2.7,0.49,,,,,
Joakim Maehle,VfL Wolfsburg,Bundesliga,2024/25,FB,26,1931,47.5,,,82.2,,,,,6.25,,2.5,1.82,58.6,3.5,1.17,4.92,,60.8,,0.15,3.4,0.84,1.94,2.75,0.5,,,,,
Ridle Baku,VfL Wolfsburg,Bundesliga,2025/26,FB,26,2993,47.5,,,80.3,,,,,4.89,,3.21,1.93,60.4,2.3,1.59,7.14,,41.2,,0.23,3.26,1.17,1.81,2.85,0.45,,,,,
Ridle Baku,VfL Wolfsburg,Bundesliga,2024/25,FB,25,2993,47.5,,,81.9,,,,,4.99,,3.27,1.97,61.6,2.35,1.62,7.28,,42.0,,0.23,3.33,1.19,1.85,2.91,0.46,,,,,
Kilian Fischer,VfL Wolfsburg,Bundesliga,2025/26,FB,24,2746,47.5,,,75.5,,,,,4.12,,4.09,2.73,66.1,1.77,2.46,5.83,,46.7,,0.23,3.29,0.83,2.13,1.29,0.51,,,,,
Kilian Fischer,VfL Wolfsburg,Bundesliga,2024/25,FB,23,2746,47.5,,,72.5,,,,,3.96,,3.93,2.62,63.5,1.7,2.36,5.6,,44.8,,0.22,3.16,0.8,2.04,1.24,0.49,,,,,
Maximilian Arnold,VfL Wolfsburg,Bundesliga,2025/26,CM,30,2507,47.5,,,82.3,,,,,6.58,,3.22,1.93,68.7,1.66,2.06,6.61,1.74,53.1,,0.07,2.83,2.35,1.31,,,0.1,,,,
Maximilian Arnold,VfL Wolfsburg,Bundesliga,2024/25,CM,29,2507,47.5,,,83.9,,,,,6.71,,3.28,1.97,70.1,1.69,2.1,6.74,1.77,54.2,,0.07,2.89,2.4,1.34,,,0.1,,,,
Mattias Svanberg,VfL Wolfsburg,Bundesliga,2025/26,CM,26,3129,47.5,,,81.8,,,,,8.59,,4.1,2.76,69.7,2.76,1.95,5.5,0.84,49.3,,0.09,4.0,2.22,1.0,,,0.02,,,,
Mattias Svanberg,VfL Wolfsburg,Bundesliga,2024/25,CM,25,3129,47.5,,,83.4,,,,,8.76,,4.18,2.82,71.1,2.82,1.99,5.61,0.86,50.3,,0.09,4.08,2.26,1.02,,,0.02,,,,
Lovro Majer,VfL Wolfsburg,Bundesliga,2025/26,CM,27,2627,47.5,,,88.4,,,,,7.74,,4.14,2.72,56.6,1.91,1.86,8.86,1.83,56.2,,0.22,3.26,1.39,0.83,,,0.04,,,,
Lovro Majer,VfL Wolfsburg,Bundesliga,2024/25,CM,26,2627,47.5,,,90.2,,,,,7.89,,4.22,2.77,57.7,1.95,1.9,9.04,1.87,57.3,,0.22,3.33,1.42,0.85,,,0.04,,,,
Aster Vranckx,VfL Wolfsburg,Bundesliga,2025/26,CM,22,1646,47.5,,,75.1,,,,,8.56,,5.4,2.62,45.3,2.13,2.21,6.22,1.96,56.1,,0.13,1.56,2.13,2.04,,,0.05,,,,
Aster Vranckx,VfL Wolfsburg,Bundesliga,2024/25,CM,21,1646,47.5,,,72.1,,,,,8.22,,5.18,2.52,43.5,2.04,2.12,5.97,1.88,53.9,,0.12,1.5,2.04,1.96,,,0.05,,,,
Patrick Wimmer,VfL Wolfsburg,Bundesliga,2025/26,W,23,2535,47.5,,,,,,,,2.03,,,5.34,55.6,2.18,1.06,4.78,,,,0.32,3.88,2.74,,5.6,0.55,0.42,1.94,4.21,3.5,
Patrick Wimmer,VfL Wolfsburg,Bundesliga,2024/25,W,22,2535,47.5,,,,,,,,1.95,,,5.13,53.4,2.09,1.02,4.59,,,,0.31,3.72,2.63,,5.38,0.53,0.4,1.86,4.04,3.36,
Jakub Kaminski,VfL Wolfsburg,Bundesliga,2025/26,W,22,1242,47.5,,,,,,,,2.75,,,5.61,63.8,0.61,1.36,5.43,,,,0.22,3.33,1.43,,6.28,0.66,0.29,2.15,4.11,2.29,
Jakub Kaminski,VfL Wolfsburg,Bundesliga,2024/25,W,21,1242,47.5,,,,,,,,2.64,,,5.39,61.2,0.59,1.31,5.21,,,,0.21,3.2,1.37,,6.03,0.63,0.28,2.06,3.95,2.2,
Tiago Tomas,VfL Wolfsburg,Bundesliga,2025/26,W,22,2109,47.5,,,,,,,,4.83,,,3.14,49.7,1.95,0.72,4.6,,,,0.29,4.47,1.34,,5.09,1.01,0.35,3.49,4.04,2.43,
Tiago Tomas,VfL Wolfsburg,Bundesliga,2024/25,W,21,2109,47.5,,,,,,,,4.64,,,3.01,47.7,1.87,0.69,4.42,,,,0.28,4.29,1.29,,4.89,0.97,0.34,3.35,3.88,2.33,
Salih Özcan,VfL Wolfsburg,Bundesliga,2025/26,CM,27,2268,47.5,,,76.5,,,,,4.64,,6.23,1.65,67.9,1.96,2.02,6.34,0.91,48.9,,0.22,4.02,2.29,0.86,,,0.09,,,,
Salih Özcan,VfL Wolfsburg,Bundesliga,2024/25,CM,26,2268,47.5,,,78.0,,,,,4.73,,6.35,1.68,69.3,2.0,2.06,6.47,0.93,49.9,,0.22,4.1,2.34,0.88,,,0.09,,,,
Jonas Wind,VfL Wolfsburg,Bundesliga,2025/26,ST,26,2057,47.5,,,71.6,,,,,,,,,,0.62,,1.89,,46.6,,0.07,1.61,1.45,,,0.48,0.51,4.27,6.34,1.43,42.4
Jonas Wind,VfL Wolfsburg,Bundesliga,2024/25,ST,25,2057,47.5,,,73.0,,,,,,,,,,0.63,,1.93,,47.5,,0.07,1.64,1.48,,,0.49,0.52,4.36,6.47,1.46,43.2
Mohamed Amoura,VfL Wolfsburg,Bundesliga,2025/26,ST,24,2363,47.5,,,79.7,,,,,,,,,,0.58,,1.86,,59.8,,0.12,3.47,1.84,,,0.72,0.56,3.33,4.6,0.71,52.4
Mohamed Amoura,VfL Wolfsburg,Bundesliga,2024/25,ST,23,2363,47.5,,,76.5,,,,,,,,,,0.56,,1.79,,57.4,,0.12,3.33,1.77,,,0.69,0.54,3.2,4.42,0.68,50.3
Kevin Behrens,VfL Wolfsburg,Bundesliga,2025/26,ST,34,2162,47.5,,,69.8,,,,,,,,,,1.13,,2.73,,41.8,,0.2,1.84,1.65,,,0.25,0.62,2.85,4.02,1.65,47.7
Kevin Behrens,VfL Wolfsburg,Bundesliga,2024/25,ST,33,2162,47.5,,,73.3,,,,,,,,,,1.19,,2.87,,43.9,,0.21,1.93,1.73,,,0.26,0.65,2.99,4.22,1.73,50.1
Jonas Omlin,Borussia Monchengladbach,Bundesliga,2025/26,GK,31,2452,50.0,0.0,69.5,65.1,43.3,1.96,11.6,17.4,,,,,,,,,,,,,,,,,,,,,,
Jonas Omlin,Borussia Monchengladbach,Bundesliga,2024/25,GK,30,2452,50.0,0.0,73.0,68.4,45.5,2.06,12.2,18.27,,,,,,,,,,,,,,,,,,,,,,
Moritz Nicolas,Borussia Monchengladbach,Bundesliga,2025/26,GK,27,2975,50.0,-0.17,73.5,77.5,36.2,1.89,6.1,12.8,,,,,,,,,,,,,,,,,,,,,,
Moritz Nicolas,Borussia Monchengladbach,Bundesliga,2024/25,GK,26,2975,50.0,0.0,75.0,79.0,36.9,1.93,10.0,13.06,,,,,,,,,,,,,,,,,,,,,,
Ko Itakura,Borussia Monchengladbach,Bundesliga,2025/26,CB,28,2371,50.0,,,83.6,,,,,3.22,216.3,1.71,1.92,63.7,2.04,1.79,5.52,2.03,57.7,79.9,,,,,,,,,,,
Ko Itakura,Borussia Monchengladbach,Bundesliga,2024/25,CB,27,2371,50.0,,,85.3,,,,,3.28,220.63,1.74,1.96,65.0,2.08,1.83,5.63,2.07,58.9,81.5,,,,,,,,,,,
Nico Elvedi,Borussia Monchengladbach,Bundesliga,2025/26,CB,28,2807,50.0,,,81.1,,,,,2.75,437.0,5.63,1.11,56.9,2.45,1.2,6.57,1.88,58.4,67.3,,,,,,,,,,,
Nico Elvedi,Borussia Monchengladbach,Bundesliga,2024/25,CB,27,2807,50.0,,,82.7,,,,,2.81,445.74,5.74,1.13,58.0,2.5,1.22,6.7,1.92,59.6,68.6,,,,,,,,,,,
Marvin Friedrich,Borussia Monchengladbach,Bundesliga,2025/26,CB,29,953,50.0,,,81.4,,,,,4.56,392.8,4.3,1.39,51.4,1.22,2.25,4.17,1.17,63.9,62.5,,,,,,,,,,,
Marvin Friedrich,Borussia Monchengladbach,Bundesliga,2024/25,CB,28,953,50.0,,,83.0,,,,,4.65,400.66,4.39,1.42,52.4,1.24,2.29,4.25,1.19,65.2,63.8,,,,,,,,,,,
Fabio Chiarodia,Borussia Monchengladbach,Bundesliga,2025/26,CB,19,1835,50.0,,,83.1,,,,,2.61,373.8,4.34,0.95,69.8,2.32,1.4,6.12,1.21,71.6,62.1,,,,,,,,,,,
Fabio Chiarodia,Borussia Monchengladbach,Bundesliga,2024/25,CB,18,1559,50.0,,,76.5,,,,,2.4,343.9,3.99,0.87,64.2,2.13,1.29,5.63,1.11,65.9,57.1,,,,,,,,,,,
Luca Netz,Borussia Monchengladbach,Bundesliga,2025/26,FB,21,1282,50.0,,,84.0,,,,,6.33,,3.07,3.93,44.8,2.6,2.37,6.56,,45.9,,0.11,3.07,1.5,1.72,2.23,0.34,,,,,
Luca Netz,Borussia Monchengladbach,Bundesliga,2024/25,FB,20,1282,50.0,,,77.3,,,,,5.82,,2.82,3.62,41.2,2.39,2.18,6.04,,42.2,,0.1,2.82,1.38,1.58,2.05,0.31,,,,,
Joe Scally,Borussia Monchengladbach,Bundesliga,2025/26,FB,22,852,50.0,,,72.7,,,,,3.36,,4.17,2.78,47.7,1.96,2.48,5.39,,42.5,,0.18,3.31,1.97,1.84,1.3,0.33,,,,,
Joe Scally,Borussia Monchengladbach,Bundesliga,2024/25,FB,21,900,50.0,,,69.8,,,,,3.23,,4.0,2.67,45.8,1.88,2.38,5.17,,40.8,,0.17,3.18,1.89,1.77,1.25,0.32,,,,,
Stefan Lainer,Borussia Monchengladbach,Bundesliga,2025/26,FB,32,1515,50.0,,,77.7,,,,,3.46,,4.67,3.63,44.2,2.79,1.49,7.18,,46.7,,0.22,3.2,1.3,1.85,1.03,0.58,,,,,
Stefan Lainer,Borussia Monchengladbach,Bundesliga,2024/25,FB,31,1515,50.0,,,81.6,,,,,3.63,,4.9,3.81,46.4,2.93,1.56,7.54,,49.0,,0.23,3.36,1.37,1.94,1.08,0.61,,,,,
Julian Weigl,Borussia Monchengladbach,Bundesliga,2025/26,CM,29,1180,50.0,,,87.5,,,,,7.45,,4.69,2.2,71.6,1.92,1.2,7.91,1.98,61.1,,0.12,1.84,1.48,1.41,,,0.07,,,,
Julian Weigl,Borussia Monchengladbach,Bundesliga,2024/25,CM,28,1180,50.0,,,89.2,,,,,7.6,,4.78,2.24,73.0,1.96,1.22,8.07,2.02,62.3,,0.12,1.88,1.51,1.44,,,0.07,,,,
Rocco Reitz,Borussia Monchengladbach,Bundesliga,2025/26,CM,22,1224,50.0,,,80.7,,,,,5.79,,5.74,1.07,70.2,3.93,1.2,8.68,0.94,50.3,,0.17,3.91,1.95,0.86,,,0.07,,,,
Rocco Reitz,Borussia Monchengladbach,Bundesliga,2024/25,CM,21,1224,50.0,,,77.5,,,,,5.56,,5.51,1.03,67.4,3.77,1.15,8.33,0.9,48.3,,0.16,3.75,1.87,0.83,,,0.07,,,,
Philipp Sander,Borussia Monchengladbach,Bundesliga,2025/26,CM,26,988,50.0,,,86.2,,,,,7.62,,6.82,1.56,71.2,2.8,2.03,7.47,1.32,58.2,,0.18,1.54,2.28,1.55,,,0.03,,,,
Philipp Sander,Borussia Monchengladbach,Bundesliga,2024/25,CM,25,988,50.0,,,87.9,,,,,7.77,,6.96,1.59,72.6,2.86,2.07,7.62,1.35,59.4,,0.18,1.57,2.33,1.58,,,0.03,,,,
Florian Neuhaus,Borussia Monchengladbach,Bundesliga,2025/26,CM,27,2773,50.0,,,89.8,,,,,4.27,,3.63,2.61,70.5,3.63,2.3,5.3,1.39,46.0,,0.19,2.65,2.23,1.62,,,0.06,,,,
Florian Neuhaus,Borussia Monchengladbach,Bundesliga,2024/25,CM,26,2773,50.0,,,91.6,,,,,4.36,,3.7,2.66,71.9,3.7,2.35,5.41,1.42,46.9,,0.19,2.7,2.27,1.65,,,0.06,,,,
Franck Honorat,Borussia Monchengladbach,Bundesliga,2025/26,W,28,1939,50.0,,,,,,,,5.43,,,4.79,60.0,1.49,1.15,3.31,,,,0.19,4.43,1.21,,5.3,0.67,0.17,2.31,3.94,2.12,
Franck Honorat,Borussia Monchengladbach,Bundesliga,2024/25,W,27,1939,50.0,,,,,,,,5.54,,,4.89,61.2,1.52,1.17,3.38,,,,0.19,4.52,1.23,,5.41,0.68,0.17,2.36,4.02,2.16,
Robin Hack,Borussia Monchengladbach,Bundesliga,2025/26,W,26,3082,50.0,,,,,,,,3.82,,,5.62,54.1,2.13,1.34,4.0,,,,0.32,4.88,2.49,,7.45,0.99,0.31,3.43,5.55,1.85,
Robin Hack,Borussia Monchengladbach,Bundesliga,2024/25,W,25,3082,50.0,,,,,,,,3.9,,,5.73,55.2,2.17,1.37,4.08,,,,0.33,4.98,2.54,,7.6,1.01,0.32,3.5,5.66,1.89,
Nathan Ngoumou,Borussia Monchengladbach,Bundesliga,2025/26,W,24,2737,50.0,,,,,,,,5.2,,,5.53,48.9,0.71,1.4,4.48,,,,0.22,3.86,1.67,,3.01,1.04,0.36,1.69,5.64,2.37,
Nathan Ngoumou,Borussia Monchengladbach,Bundesliga,2024/25,W,23,2737,50.0,,,,,,,,4.99,,,5.31,46.9,0.68,1.34,4.3,,,,0.21,3.71,1.6,,2.89,1.0,0.35,1.62,5.41,2.28,
Kevin Stöger,Borussia Monchengladbach,Bundesliga,2025/26,W,31,2476,50.0,,,,,,,,2.43,,,5.87,59.5,2.17,1.09,5.32,,,,0.27,3.06,2.67,,5.29,0.71,0.18,3.36,4.57,2.04,
Kevin Stöger,Borussia Monchengladbach,Bundesliga,2024/25,W,30,2476,50.0,,,,,,,,2.55,,,6.16,62.5,2.28,1.14,5.59,,,,0.28,3.21,2.8,,5.55,0.75,0.19,3.53,4.8,2.14,
Alassane Plea,Borussia Monchengladbach,Bundesliga,2025/26,ST,31,2865,50.0,,,78.4,,,,,,,,,,0.63,,2.96,,58.4,,0.22,2.47,1.26,,,0.55,0.37,3.5,4.19,0.77,45.6
Alassane Plea,Borussia Monchengladbach,Bundesliga,2024/25,ST,30,2865,50.0,,,82.3,,,,,,,,,,0.66,,3.11,,61.3,,0.23,2.59,1.32,,,0.58,0.39,3.68,4.4,0.81,47.9
Tim Kleindienst,Borussia Monchengladbach,Bundesliga,2025/26,ST,29,2386,50.0,,,68.0,,,,,,,,,,0.64,,3.11,,45.5,,0.17,2.89,0.87,,,0.38,0.63,3.71,7.53,1.01,41.4
Tim Kleindienst,Borussia Monchengladbach,Bundesliga,2024/25,ST,28,2386,50.0,,,69.4,,,,,,,,,,0.65,,3.17,,46.4,,0.17,2.95,0.89,,,0.39,0.64,3.78,7.68,1.03,42.2
Tomas Cvancara,Borussia Monchengladbach,Bundesliga,2025/26,ST,24,2898,50.0,,,65.8,,,,,,,,,,1.15,,3.46,,58.4,,0.18,1.9,1.44,,,0.6,0.45,3.9,6.85,1.02,52.2
Tomas Cvancara,Borussia Monchengladbach,Bundesliga,2024/25,ST,23,2898,50.0,,,63.2,,,,,,,,,,1.1,,3.32,,56.1,,0.17,1.82,1.38,,,0.58,0.43,3.74,6.58,0.98,50.1
Frederik Rønnow,Union Berlin,Bundesliga,2025/26,GK,32,1528,41.5,0.05,73.9,71.4,32.9,1.2,7.3,15.4,,,,,,,,,,,,,,,,,,,,,,
Frederik Rønnow,Union Berlin,Bundesliga,2024/25,GK,31,1528,41.5,0.05,77.6,75.0,34.5,1.26,10.0,16.17,,,,,,,,,,,,,,,,,,,,,,
Alexander Schwolow,Union Berlin,Bundesliga,2025/26,GK,32,2509,41.5,0.17,77.9,75.7,51.9,1.34,3.1,12.6,,,,,,,,,,,,,,,,,,,,,,
Alexander Schwolow,Union Berlin,Bundesliga,2024/25,GK,31,2509,41.5,0.18,81.8,79.5,54.5,1.41,10.0,13.23,,,,,,,,,,,,,,,,,,,,,,
Kevin Vogt,Union Berlin,Bundesliga,2025/26,CB,33,2360,41.5,,,77.5,,,,,4.68,250.0,4.88,0.74,58.6,1.5,2.26,6.42,1.44,70.1,60.6,,,,,,,,,,,
Kevin Vogt,Union Berlin,Bundesliga,2024/25,CB,32,2360,41.5,,,81.4,,,,,4.91,262.5,5.12,0.78,61.5,1.58,2.37,6.74,1.51,73.6,63.6,,,,,,,,,,,
Danilho Doekhi,Union Berlin,Bundesliga,2025/26,CB,26,2653,41.5,,,76.7,,,,,5.47,384.9,5.39,1.61,66.8,1.48,2.18,6.8,1.43,68.3,78.5,,,,,,,,,,,
Danilho Doekhi,Union Berlin,Bundesliga,2024/25,CB,25,2653,41.5,,,78.2,,,,,5.58,392.6,5.5,1.64,68.1,1.51,2.22,6.94,1.46,69.7,80.1,,,,,,,,,,,
Diogo Leite,Union Berlin,Bundesliga,2025/26,CB,26,2387,41.5,,,82.1,,,,,5.15,371.3,5.85,0.58,72.3,1.41,2.3,7.01,1.66,59.5,72.7,,,,,,,,,,,
Diogo Leite,Union Berlin,Bundesliga,2024/25,CB,25,2387,41.5,,,83.7,,,,,5.25,378.73,5.97,0.59,73.7,1.44,2.35,7.15,1.69,60.7,74.2,,,,,,,,,,,
Leopold Querfeld,Union Berlin,Bundesliga,2025/26,CB,21,2306,41.5,,,87.8,,,,,4.19,350.8,4.99,1.95,58.8,1.35,2.02,4.65,1.26,65.3,67.5,,,,,,,,,,,
Leopold Querfeld,Union Berlin,Bundesliga,2024/25,CB,20,2306,41.5,,,80.8,,,,,3.85,322.74,4.59,1.79,54.1,1.24,1.86,4.28,1.16,60.1,62.1,,,,,,,,,,,
